real_patch,fake_patch,manipulation_type
2023_patch_101.npy,2023_patch_101_fake.npy,noise_injection
2023_patch_102.npy,2023_patch_102_fake.npy,noise_injection
2023_patch_103.npy,2023_patch_103_fake.npy,spectral_inconsistency
2023_patch_104.npy,2023_patch_104_fake.npy,noise_injection
2023_patch_105.npy,2023_patch_105_fake.npy,spectral_inconsistency
2023_patch_106.npy,2023_patch_106_fake.npy,noise_injection
2023_patch_107.npy,2023_patch_107_fake.npy,context_aware_copy_paste
2023_patch_108.npy,2023_patch_108_fake.npy,radiometric_distortion
2023_patch_109.npy,2023_patch_109_fake.npy,radiometric_distortion
2023_patch_110.npy,2023_patch_110_fake.npy,radiometric_distortion
2023_patch_111.npy,2023_patch_111_fake.npy,spectral_inconsistency
2023_patch_112.npy,2023_patch_112_fake.npy,spectral_inconsistency
2023_patch_113.npy,2023_patch_113_fake.npy,context_aware_copy_paste
2023_patch_114.npy,2023_patch_114_fake.npy,radiometric_distortion
2023_patch_115.npy,2023_patch_115_fake.npy,context_aware_copy_paste
2023_patch_116.npy,2023_patch_116_fake.npy,context_aware_copy_paste
2023_patch_117.npy,2023_patch_117_fake.npy,radiometric_distortion
2023_patch_118.npy,2023_patch_118_fake.npy,noise_injection
2023_patch_119.npy,2023_patch_119_fake.npy,noise_injection
2023_patch_120.npy,2023_patch_120_fake.npy,noise_injection
2023_patch_121.npy,2023_patch_121_fake.npy,radiometric_distortion
2023_patch_122.npy,2023_patch_122_fake.npy,spectral_inconsistency
2023_patch_123.npy,2023_patch_123_fake.npy,noise_injection
2023_patch_124.npy,2023_patch_124_fake.npy,radiometric_distortion
2023_patch_125.npy,2023_patch_125_fake.npy,spectral_inconsistency
2023_patch_126.npy,2023_patch_126_fake.npy,noise_injection
2023_patch_127.npy,2023_patch_127_fake.npy,radiometric_distortion
2023_patch_128.npy,2023_patch_128_fake.npy,radiometric_distortion
2023_patch_129.npy,2023_patch_129_fake.npy,noise_injection
2023_patch_130.npy,2023_patch_130_fake.npy,noise_injection
2023_patch_131.npy,2023_patch_131_fake.npy,spectral_inconsistency
2023_patch_132.npy,2023_patch_132_fake.npy,spectral_inconsistency
2023_patch_133.npy,2023_patch_133_fake.npy,radiometric_distortion
2023_patch_134.npy,2023_patch_134_fake.npy,radiometric_distortion
2023_patch_135.npy,2023_patch_135_fake.npy,radiometric_distortion
2023_patch_136.npy,2023_patch_136_fake.npy,spectral_inconsistency
2023_patch_137.npy,2023_patch_137_fake.npy,noise_injection
2023_patch_138.npy,2023_patch_138_fake.npy,radiometric_distortion
2023_patch_139.npy,2023_patch_139_fake.npy,noise_injection
2023_patch_140.npy,2023_patch_140_fake.npy,context_aware_copy_paste
2023_patch_141.npy,2023_patch_141_fake.npy,spectral_inconsistency
2023_patch_142.npy,2023_patch_142_fake.npy,noise_injection
2023_patch_143.npy,2023_patch_143_fake.npy,noise_injection
2023_patch_144.npy,2023_patch_144_fake.npy,context_aware_copy_paste
2023_patch_145.npy,2023_patch_145_fake.npy,spectral_inconsistency
2023_patch_146.npy,2023_patch_146_fake.npy,noise_injection
2023_patch_147.npy,2023_patch_147_fake.npy,radiometric_distortion
2023_patch_148.npy,2023_patch_148_fake.npy,spectral_inconsistency
2023_patch_149.npy,2023_patch_149_fake.npy,radiometric_distortion
2024_patch_150.npy,2024_patch_150_fake.npy,radiometric_distortion
2024_patch_151.npy,2024_patch_151_fake.npy,noise_injection
2024_patch_152.npy,2024_patch_152_fake.npy,radiometric_distortion
2024_patch_153.npy,2024_patch_153_fake.npy,context_aware_copy_paste
2024_patch_154.npy,2024_patch_154_fake.npy,spectral_inconsistency
2024_patch_155.npy,2024_patch_155_fake.npy,noise_injection
2024_patch_156.npy,2024_patch_156_fake.npy,noise_injection
2024_patch_157.npy,2024_patch_157_fake.npy,noise_injection
2024_patch_158.npy,2024_patch_158_fake.npy,spectral_inconsistency
2024_patch_159.npy,2024_patch_159_fake.npy,context_aware_copy_paste
2024_patch_160.npy,2024_patch_160_fake.npy,context_aware_copy_paste
2024_patch_161.npy,2024_patch_161_fake.npy,noise_injection
2024_patch_162.npy,2024_patch_162_fake.npy,radiometric_distortion
2024_patch_163.npy,2024_patch_163_fake.npy,spectral_inconsistency
2024_patch_164.npy,2024_patch_164_fake.npy,context_aware_copy_paste
2024_patch_165.npy,2024_patch_165_fake.npy,radiometric_distortion
2024_patch_166.npy,2024_patch_166_fake.npy,spectral_inconsistency
2024_patch_167.npy,2024_patch_167_fake.npy,radiometric_distortion
2024_patch_168.npy,2024_patch_168_fake.npy,noise_injection
2024_patch_169.npy,2024_patch_169_fake.npy,spectral_inconsistency
2024_patch_170.npy,2024_patch_170_fake.npy,noise_injection
2024_patch_171.npy,2024_patch_171_fake.npy,context_aware_copy_paste
2024_patch_172.npy,2024_patch_172_fake.npy,noise_injection
2024_patch_173.npy,2024_patch_173_fake.npy,noise_injection
2024_patch_174.npy,2024_patch_174_fake.npy,spectral_inconsistency
2024_patch_175.npy,2024_patch_175_fake.npy,noise_injection
2024_patch_176.npy,2024_patch_176_fake.npy,spectral_inconsistency
2024_patch_177.npy,2024_patch_177_fake.npy,noise_injection
2024_patch_178.npy,2024_patch_178_fake.npy,context_aware_copy_paste
2024_patch_179.npy,2024_patch_179_fake.npy,noise_injection
2024_patch_180.npy,2024_patch_180_fake.npy,context_aware_copy_paste
2024_patch_181.npy,2024_patch_181_fake.npy,context_aware_copy_paste
2024_patch_182.npy,2024_patch_182_fake.npy,context_aware_copy_paste
2024_patch_183.npy,2024_patch_183_fake.npy,radiometric_distortion
2024_patch_184.npy,2024_patch_184_fake.npy,radiometric_distortion
2024_patch_185.npy,2024_patch_185_fake.npy,spectral_inconsistency
2024_patch_186.npy,2024_patch_186_fake.npy,spectral_inconsistency
2024_patch_187.npy,2024_patch_187_fake.npy,context_aware_copy_paste
2024_patch_188.npy,2024_patch_188_fake.npy,noise_injection
2024_patch_189.npy,2024_patch_189_fake.npy,radiometric_distortion
2024_patch_190.npy,2024_patch_190_fake.npy,noise_injection
2024_patch_191.npy,2024_patch_191_fake.npy,radiometric_distortion
2024_patch_192.npy,2024_patch_192_fake.npy,noise_injection
2024_patch_193.npy,2024_patch_193_fake.npy,context_aware_copy_paste
2024_patch_194.npy,2024_patch_194_fake.npy,spectral_inconsistency
2024_patch_195.npy,2024_patch_195_fake.npy,spectral_inconsistency
2024_patch_196.npy,2024_patch_196_fake.npy,spectral_inconsistency
2024_patch_197.npy,2024_patch_197_fake.npy,radiometric_distortion
2024_patch_198.npy,2024_patch_198_fake.npy,radiometric_distortion
2024_patch_199.npy,2024_patch_199_fake.npy,noise_injection
2025_patch_200.npy,2025_patch_200_fake.npy,noise_injection
2025_patch_201.npy,2025_patch_201_fake.npy,noise_injection
2025_patch_202.npy,2025_patch_202_fake.npy,context_aware_copy_paste
2025_patch_203.npy,2025_patch_203_fake.npy,context_aware_copy_paste
2025_patch_204.npy,2025_patch_204_fake.npy,spectral_inconsistency
2025_patch_205.npy,2025_patch_205_fake.npy,spectral_inconsistency
2025_patch_206.npy,2025_patch_206_fake.npy,spectral_inconsistency
2025_patch_207.npy,2025_patch_207_fake.npy,noise_injection
2025_patch_208.npy,2025_patch_208_fake.npy,context_aware_copy_paste
2025_patch_209.npy,2025_patch_209_fake.npy,spectral_inconsistency
2025_patch_210.npy,2025_patch_210_fake.npy,radiometric_distortion
2025_patch_211.npy,2025_patch_211_fake.npy,context_aware_copy_paste
2025_patch_212.npy,2025_patch_212_fake.npy,radiometric_distortion
2025_patch_213.npy,2025_patch_213_fake.npy,context_aware_copy_paste
2025_patch_214.npy,2025_patch_214_fake.npy,spectral_inconsistency
2025_patch_215.npy,2025_patch_215_fake.npy,radiometric_distortion
2025_patch_216.npy,2025_patch_216_fake.npy,context_aware_copy_paste
2025_patch_217.npy,2025_patch_217_fake.npy,radiometric_distortion
2025_patch_218.npy,2025_patch_218_fake.npy,context_aware_copy_paste
2025_patch_219.npy,2025_patch_219_fake.npy,noise_injection
2025_patch_220.npy,2025_patch_220_fake.npy,radiometric_distortion
2025_patch_221.npy,2025_patch_221_fake.npy,noise_injection
2025_patch_222.npy,2025_patch_222_fake.npy,noise_injection
2025_patch_223.npy,2025_patch_223_fake.npy,spectral_inconsistency
2025_patch_224.npy,2025_patch_224_fake.npy,noise_injection
2025_patch_225.npy,2025_patch_225_fake.npy,noise_injection
2025_patch_226.npy,2025_patch_226_fake.npy,spectral_inconsistency
2025_patch_227.npy,2025_patch_227_fake.npy,context_aware_copy_paste
2025_patch_228.npy,2025_patch_228_fake.npy,spectral_inconsistency
2025_patch_229.npy,2025_patch_229_fake.npy,radiometric_distortion
2025_patch_230.npy,2025_patch_230_fake.npy,context_aware_copy_paste
2025_patch_231.npy,2025_patch_231_fake.npy,radiometric_distortion
2025_patch_232.npy,2025_patch_232_fake.npy,spectral_inconsistency
2025_patch_233.npy,2025_patch_233_fake.npy,context_aware_copy_paste
2025_patch_234.npy,2025_patch_234_fake.npy,context_aware_copy_paste
2025_patch_235.npy,2025_patch_235_fake.npy,radiometric_distortion
2025_patch_236.npy,2025_patch_236_fake.npy,spectral_inconsistency
2025_patch_237.npy,2025_patch_237_fake.npy,spectral_inconsistency
2025_patch_238.npy,2025_patch_238_fake.npy,context_aware_copy_paste
2025_patch_239.npy,2025_patch_239_fake.npy,context_aware_copy_paste
2025_patch_240.npy,2025_patch_240_fake.npy,noise_injection
2025_patch_241.npy,2025_patch_241_fake.npy,context_aware_copy_paste
2025_patch_242.npy,2025_patch_242_fake.npy,radiometric_distortion
2025_patch_243.npy,2025_patch_243_fake.npy,context_aware_copy_paste
2025_patch_244.npy,2025_patch_244_fake.npy,radiometric_distortion
2025_patch_245.npy,2025_patch_245_fake.npy,noise_injection
2025_patch_246.npy,2025_patch_246_fake.npy,spectral_inconsistency
2025_patch_247.npy,2025_patch_247_fake.npy,noise_injection
2025_patch_248.npy,2025_patch_248_fake.npy,noise_injection
2025_patch_249.npy,2025_patch_249_fake.npy,radiometric_distortion
